account,opportunity_id,sales_agent,deal_stage,product,created_date,close_date,close_value
Bioholding,LDYYOH6W,Gladys Colclough,Won,GTXPro,2017-09-22,2017-11-24,4938.0
Ron-tech,4MFY8UXP,Gladys Colclough,Won,MG Advanced,2017-09-22,2017-12-14,3772.0
Cheers,EBJMZ5VE,James Ascencio,Won,GTX Plus Pro,2017-09-22,2017-10-02,5784.0
Conecom,CMXOTVL7,Jonathan Berthelot,Won,GTXPro,2017-09-22,2017-10-02,3485.0
Fasehatice,9XF2B7RS,Kami Bicknell,Won,GTX Basic,2017-09-22,2017-09-28,675.0
Sonron,WHV85GOQ,Kary Hendrixson,Lost,GTX Basic,2017-09-22,2017-11-28,0.0
Plusstrip,MXJAH0R5,Maureen Marcano,Lost,MG Special,2017-09-22,2017-11-28,0.0
Doncon,OXW7DBDT,Rosalina Dieter,Lost,GTX Plus Basic,2017-09-22,2017-11-02,0.0
Newex,W5EGDYPK,Rosalina Dieter,Won,MG Special,2017-09-22,2017-10-01,55.0
Toughzap,C13104YM,Versie Hillebrand,Lost,MG Special,2017-09-22,2017-12-16,0.0
Rangreen,1GA3AFTX,Versie Hillebrand,Lost,MG Advanced,2017-09-22,2017-12-12,0.0
Inity,389D515R,Versie Hillebrand,Won,GTX Plus Pro,2017-09-22,2017-10-01,5775.0
Hottechi,2751GWVC,Vicki Laflamme,Won,GTX Basic,2017-09-22,2017-11-18,651.0
Scotfind,0UFUDIYT,Vicki Laflamme,Won,GTX Basic,2017-09-22,2017-11-22,570.0
Blackzim,Y3QBGJLM,Vicki Laflamme,Won,MG Special,2017-09-22,2017-12-30,54.0
Scotfind,O7U4I96P,Vicki Laflamme,Won,MG Special,2017-09-22,2017-09-29,47.0
Silis,Q0R3ZBNT,Wilburn Farren,Won,MG Special,2017-09-22,2017-11-08,56.0
Vehement Capital Partners,FGUWP1NF,Boris Faz,Lost,GTX Plus Basic,2017-09-23,2017-10-05,0.0
Rangreen,DH8R6PK5,Darcel Schlecht,Lost,GTXPro,2017-09-23,2017-12-12,0.0
Bioholding,ZKFWTRRT,Darcel Schlecht,Won,GTXPro,2017-09-23,2017-09-30,4422.0
Hottechi,941SDVVZ,Darcel Schlecht,Won,GTXPro,2017-09-23,2017-10-02,5357.0
Bioholding,ODINSHYF,Gladys Colclough,Lost,MG Special,2017-09-23,2017-10-01,0.0
Conecom,0TICPBMF,Gladys Colclough,Won,GTX Plus Basic,2017-09-23,2017-09-27,1047.0
Ron-tech,WANX7LM0,Gladys Colclough,Won,GTXPro,2017-09-23,2017-12-29,5013.0
Finjob,9F2MDA5R,Hayden Neloms,Won,MG Advanced,2017-09-23,2017-09-25,3197.0
Inity,JUKJ3RAB,Jonathan Berthelot,Lost,GTX Plus Basic,2017-09-23,2017-10-05,0.0
Zumgoity,YD3D41E0,Jonathan Berthelot,Won,GTX Plus Basic,2017-09-23,2017-10-02,1127.0
Plexzap,RX8711KI,Kami Bicknell,Won,GTX Basic,2017-09-23,2017-12-24,468.0
Rantouch,F3BJAMUL,Kami Bicknell,Won,MG Special,2017-09-23,2017-11-19,55.0
Finjob,HZS2YVRN,Kary Hendrixson,Won,MG Special,2017-09-23,2017-10-01,57.0
Zumgoity,W3B077GY,Lajuana Vencill,Lost,MG Special,2017-09-23,2017-11-07,0.0
Rangreen,MGR0TSPK,Lajuana Vencill,Won,GTX Plus Basic,2017-09-23,2017-11-27,946.0
Xx-holding,TEF07JM6,Markita Hansen,Lost,GTX Basic,2017-09-23,2017-10-02,0.0
Zoomit,N8SVXI48,Maureen Marcano,Lost,GTX Basic,2017-09-23,2017-11-14,0.0
Golddex,VG1WQW88,Maureen Marcano,Lost,MG Special,2017-09-23,2017-11-06,0.0
Dontechi,MEKVHSCB,Moses Frase,Lost,MG Special,2017-09-23,2017-11-27,0.0
Massive Dynamic,PBJ62FC3,Rosie Papadopoulos,Lost,GTXPro,2017-09-23,2017-10-05,0.0
Hottechi,O04P1WN6,Vicki Laflamme,Won,GTXPro,2017-09-23,2017-12-17,4415.0
Bioplex,600FP406,Violet Mclelland,Won,MG Special,2017-09-23,2017-10-02,60.0
Green-Plus,2EFTTOAV,Zane Levy,Won,GTX Plus Pro,2017-09-23,2017-10-01,5865.0
Treequote,DDXFIBEY,Anna Snelling,Lost,GTX Plus Pro,2017-09-24,2017-11-23,0.0
Codehow,5BRWXIU3,Anna Snelling,Lost,MG Special,2017-09-24,2017-11-27,0.0
Kan-code,WN9ZY701,Boris Faz,Lost,GTX Plus Basic,2017-09-24,2017-12-14,0.0
Globex Corporation,DA8D04ED,Cecily Lampkin,Lost,MG Advanced,2017-09-24,2017-10-04,0.0
Rundofase,WLQC2XK4,Cecily Lampkin,Won,MG Special,2017-09-24,2017-10-02,54.0
Opentech,A4CVM3PM,Corliss Cosme,Won,GTXPro,2017-09-24,2017-12-27,5069.0
Konex,CNLE5EJ2,Daniell Hammack,Won,GTX Plus Pro,2017-09-24,2017-10-05,5378.0
Mathtouch,D3HUUVPL,Daniell Hammack,Won,GTXPro,2017-09-24,2017-12-04,5255.0
Domzoom,2UNDAQZ2,Darcel Schlecht,Lost,GTX Plus Basic,2017-09-24,2017-10-04,0.0
Conecom,R2E45IQ8,Darcel Schlecht,Won,GTX Plus Pro,2017-09-24,2017-10-03,5144.0
Donware,UX0H8B3W,Donn Cantrell,Lost,GTX Plus Pro,2017-09-24,2017-11-16,0.0
Plusstrip,VM0A3057,James Ascencio,Won,GTX Plus Pro,2017-09-24,2017-10-03,5527.0
Nam-zim,DX9CCI9C,Kary Hendrixson,Lost,MG Advanced,2017-09-24,2017-12-19,0.0
Hottechi,8SE1W979,Lajuana Vencill,Lost,GTX Basic,2017-09-24,2017-10-02,0.0
dambase,L6AOARQ9,Lajuana Vencill,Won,GTX Basic,2017-09-24,2017-12-21,452.0
Kan-code,I83GQQHA,Markita Hansen,Lost,MG Advanced,2017-09-24,2017-10-05,0.0
Toughzap,10984DDU,Moses Frase,Won,GTX Plus Pro,2017-09-24,2017-12-28,7300.0
Genco Pura Olive Oil Company,JQVW0KJV,Versie Hillebrand,Lost,MG Special,2017-09-24,2017-11-09,0.0
Blackzim,UWZHNMR4,Vicki Laflamme,Won,GTX Plus Pro,2017-09-24,2017-11-26,5196.0
Faxquote,TRET6F45,Vicki Laflamme,Won,GTX Plus Pro,2017-09-24,2017-12-26,5624.0
J-Texon,8DDC9RLE,Vicki Laflamme,Won,MG Advanced,2017-09-24,2017-12-15,4110.0
Inity,TFGYLK6C,Anna Snelling,Lost,GTX Basic,2017-09-25,2017-10-04,0.0
Codehow,4YXXI2OI,Anna Snelling,Won,MG Special,2017-09-25,2017-12-18,53.0
Massive Dynamic,3C7A75LH,Cassey Cress,Won,GTXPro,2017-09-25,2017-09-27,5727.0
Plussunin,02LUGFJS,Cassey Cress,Won,GTXPro,2017-09-25,2017-09-28,4308.0
Plussunin,KPF0GREK,Cassey Cress,Won,MG Advanced,2017-09-25,2017-12-09,3329.0
Kinnamplus,HEG2JK9Y,Daniell Hammack,Lost,GTX Plus Basic,2017-09-25,2017-10-03,0.0
Hottechi,1ZCAL93A,Darcel Schlecht,Lost,GTX Plus Pro,2017-09-25,2017-10-04,0.0
Doncon,5NW6HK74,Elease Gluck,Lost,MG Special,2017-09-25,2017-10-04,0.0
Gogozoom,7WFASDCZ,Jonathan Berthelot,Lost,GTX Basic,2017-09-25,2017-10-03,0.0
Dontechi,7XNX75LI,Jonathan Berthelot,Lost,GTX Plus Pro,2017-09-25,2017-12-08,0.0
Labdrill,RAUWH0GP,Kami Bicknell,Won,GTX Plus Pro,2017-09-25,2017-11-27,6105.0
Xx-holding,I86I0TJG,Kary Hendrixson,Won,GTX Basic,2017-09-25,2017-11-13,549.0
Doncon,TFW3KAYZ,Kary Hendrixson,Won,GTXPro,2017-09-25,2017-11-12,4828.0
Dontechi,9NH8ACMQ,Marty Freudenburg,Lost,GTX Plus Basic,2017-09-25,2017-10-04,0.0
Y-corporation,86KARIC1,Maureen Marcano,Lost,GTX Basic,2017-09-25,2017-10-03,0.0
Finhigh,N2SLAOZR,Moses Frase,Lost,GTX Basic,2017-09-25,2017-10-04,0.0
Zumgoity,02TUKBP3,Moses Frase,Lost,MG Special,2017-09-25,2017-11-30,0.0
Zumgoity,KU0YOR3J,Niesha Huffines,Won,GTX Plus Basic,2017-09-25,2017-10-04,1189.0
Hottechi,BRGJCWO1,Niesha Huffines,Won,MG Special,2017-09-25,2017-11-28,51.0
Mathtouch,IEIZU3TY,Reed Clapper,Lost,GTX Plus Basic,2017-09-25,2017-12-24,0.0
Xx-holding,35KZ6QTP,Rosalina Dieter,Lost,MG Advanced,2017-09-25,2017-10-03,0.0
Dontechi,V5ZP09PO,Versie Hillebrand,Lost,GTX Plus Basic,2017-09-25,2017-10-03,0.0
Condax,VKB9RFJT,Versie Hillebrand,Won,MG Special,2017-09-25,2017-11-20,55.0
dambase,Y9HHGGOQ,Versie Hillebrand,Won,MG Special,2017-09-25,2017-10-04,53.0
Plusstrip,H3AEZ2BZ,Vicki Laflamme,Lost,MG Special,2017-09-25,2017-10-05,0.0
Donquadtech,LUXAXNBV,Wilburn Farren,Won,GTX Plus Pro,2017-09-25,2017-12-09,5960.0
Groovestreet,0XBMBVFP,Zane Levy,Won,MG Advanced,2017-09-25,2017-10-04,3438.0
Cancity,8KIMVD15,Anna Snelling,Lost,MG Special,2017-09-26,2017-10-06,0.0
Globex Corporation,Q06QD8ZW,Anna Snelling,Won,MG Special,2017-09-26,2017-11-03,54.0
Konex,0SD3OBQI,Boris Faz,Lost,GTX Plus Basic,2017-09-26,2017-11-06,0.0
Kinnamplus,YKZFQT7K,Cassey Cress,Lost,GTX Basic,2017-09-26,2017-10-05,0.0
Iselectrics,I25J5M7W,Cassey Cress,Lost,MG Advanced,2017-09-26,2017-09-28,0.0
Toughzap,B2Z4BB5U,Cecily Lampkin,Lost,GTX Plus Pro,2017-09-26,2017-10-06,0.0
Isdom,87ZXBDQS,Cecily Lampkin,Lost,MG Special,2017-09-26,2017-10-07,0.0
Statholdings,3LYVAV6P,Cecily Lampkin,Won,MG Special,2017-09-26,2017-10-03,55.0
Xx-zobam,7I2O2ZCR,Corliss Cosme,Lost,GTX Plus Basic,2017-09-26,2017-11-19,0.0
Konex,SUX7JFN7,Daniell Hammack,Lost,GTX Plus Basic,2017-09-26,2017-11-19,0.0
Hottechi,5DL7R4C3,Darcel Schlecht,Lost,GTXPro,2017-09-26,2017-10-03,0.0
Streethex,61ON3Y6O,Darcel Schlecht,Lost,MG Special,2017-09-26,2017-10-02,0.0
Ganjaflex,HOEKIDDI,Donn Cantrell,Lost,GTXPro,2017-09-26,2017-11-13,0.0
Sonron,10YLM9VF,Elease Gluck,Lost,GTXPro,2017-09-26,2017-10-09,0.0
Sonron,LN0DF2XI,Elease Gluck,Won,MG Special,2017-09-26,2017-11-27,48.0
Hottechi,ZNE0DAIF,Hayden Neloms,Lost,GTX Plus Basic,2017-09-26,2017-11-24,0.0
Finjob,DTCHPCBB,Hayden Neloms,Won,MG Advanced,2017-09-26,2017-12-14,3553.0
Xx-holding,YID2GAED,James Ascencio,Lost,GTX Plus Pro,2017-09-26,2017-10-04,0.0
J-Texon,QFKL9UK2,Kary Hendrixson,Won,GTXPro,2017-09-26,2017-10-05,4727.0
Sunnamplex,MC3OSDV0,Kary Hendrixson,Won,MG Special,2017-09-26,2017-10-02,65.0
Rangreen,C7DOYN5Y,Lajuana Vencill,Won,GTX Basic,2017-09-26,2017-12-25,585.0
Plexzap,K79T6VNV,Markita Hansen,Lost,MG Special,2017-09-26,2017-10-03,0.0
Domzoom,DX8R6PA4,Marty Freudenburg,Lost,GTX Plus Basic,2017-09-26,2017-10-03,0.0
Cancity,FZDD9758,Marty Freudenburg,Lost,MG Advanced,2017-09-26,2017-10-07,0.0
Rangreen,0SIFT5DE,Marty Freudenburg,Lost,MG Advanced,2017-09-26,2017-10-04,0.0
Konmatfix,MZSCFJZS,Marty Freudenburg,Won,GTX Plus Pro,2017-09-26,2017-10-07,5708.0
Hottechi,D6X5T9D4,Maureen Marcano,Lost,MG Special,2017-09-26,2017-10-05,0.0
Bioholding,69Z30MBF,Moses Frase,Won,GTX Basic,2017-09-26,2017-11-15,571.0
Scottech,SH0BSL0Z,Moses Frase,Won,GTX Basic,2017-09-26,2017-12-24,619.0
Donware,Q5E0NILP,Reed Clapper,Won,MG Advanced,2017-09-26,2017-10-03,2984.0
Bioplex,RFTDQJ0U,Rosie Papadopoulos,Won,GTX Basic,2017-09-26,2017-10-01,558.0
Condax,76NU9866,Rosie Papadopoulos,Won,MG Special,2017-09-26,2017-12-02,57.0
Initech,13O8NTOT,Violet Mclelland,Won,MG Special,2017-09-26,2017-11-30,61.0
Hottechi,AS3IYIRO,Anna Snelling,Won,GTX Basic,2017-09-27,2017-12-26,543.0
Zotware,L1WPBDZG,Boris Faz,Won,GTXPro,2017-09-27,2017-12-12,4125.0
Ganjaflex,QK98E62R,Cassey Cress,Won,GTX Plus Pro,2017-09-27,2017-12-29,5301.0
Kinnamplus,F9THW1PW,Corliss Cosme,Won,GTX Basic,2017-09-27,2017-10-05,495.0
Bioplex,LQJISQSD,Corliss Cosme,Won,GTX Plus Basic,2017-09-27,2017-10-05,955.0
Iselectrics,84SZ58S9,Daniell Hammack,Won,GTX Plus Basic,2017-09-27,2017-10-04,1225.0
Ron-tech,Q5I9JWH7,Darcel Schlecht,Lost,GTXPro,2017-09-27,2017-10-02,0.0
Conecom,6BSKCQCX,Darcel Schlecht,Won,GTX Basic,2017-09-27,2017-12-25,608.0
Warephase,UKQD4DPD,Darcel Schlecht,Won,GTXPro,2017-09-27,2017-11-13,4515.0
Silis,SI874ZK5,Donn Cantrell,Lost,GTXPro,2017-09-27,2017-10-06,0.0
Green-Plus,6XP6FVMN,Elease Gluck,Won,MG Advanced,2017-09-27,2017-12-18,3772.0
Kan-code,NDMEB0VG,Garret Kinder,Lost,MG Advanced,2017-09-27,2017-10-05,0.0
Bioholding,IGFQGZDK,Gladys Colclough,Won,GTX Basic,2017-09-27,2017-12-08,540.0
Cancity,Y2DLFFN6,Gladys Colclough,Won,MG Advanced,2017-09-27,2017-09-30,2800.0
Stanredtax,I6UCM2J9,Gladys Colclough,Won,MG Advanced,2017-09-27,2017-10-05,3250.0
Plexzap,PT0I4XSM,Hayden Neloms,Won,GTX Plus Basic,2017-09-27,2017-10-07,1232.0
Hatfan,X718EF6Y,Hayden Neloms,Won,MG Advanced,2017-09-27,2017-10-04,2811.0
Lexiqvolax,VUAFV8SS,James Ascencio,Won,GTX Plus Basic,2017-09-27,2017-12-07,1178.0
Treequote,SXPV3WCV,Jonathan Berthelot,Won,GTXPro,2017-09-27,2017-12-22,4869.0
Cheers,9PH1EWCH,Kami Bicknell,Lost,MG Advanced,2017-09-27,2017-12-03,0.0
Inity,THPCTGNI,Lajuana Vencill,Lost,GTX Plus Pro,2017-09-27,2017-10-02,0.0
Condax,XR4PPDOB,Lajuana Vencill,Won,GTX Basic,2017-09-27,2017-12-18,507.0
Bioholding,EK06CNRW,Lajuana Vencill,Won,MG Advanced,2017-09-27,2017-10-06,3681.0
Doncon,Q25T8PKX,Markita Hansen,Lost,GTX Plus Basic,2017-09-27,2017-10-01,0.0
Dontechi,V86S5LWV,Marty Freudenburg,Lost,GTX Plus Basic,2017-09-27,2017-10-02,0.0
Treequote,K8Y7CK9T,Marty Freudenburg,Won,GTX Plus Pro,2017-09-27,2017-10-05,5280.0
Finjob,ADS3CQ4B,Rosalina Dieter,Won,MG Special,2017-09-27,2017-11-27,50.0
Genco Pura Olive Oil Company,9UBU6UW4,Versie Hillebrand,Won,MG Special,2017-09-27,2017-09-29,59.0
Kan-code,ZP9HW0LH,Vicki Laflamme,Won,MG Advanced,2017-09-27,2017-10-03,3794.0
Ganjaflex,WV41OJHX,Wilburn Farren,Won,MG Advanced,2017-09-27,2017-10-03,3786.0
Condax,FTUJY4FP,Cassey Cress,Lost,GTX Plus Basic,2017-09-28,2017-10-07,0.0
Plussunin,ORBIW519,Donn Cantrell,Lost,MG Advanced,2017-09-28,2017-12-19,0.0
Mathtouch,369V78M2,Donn Cantrell,Won,GTXPro,2017-09-28,2017-10-07,5553.0
Konex,792JYPG1,Donn Cantrell,Won,MG Advanced,2017-09-28,2017-10-08,3557.0
Green-Plus,Y6Q7Z0SO,Elease Gluck,Won,MG Special,2017-09-28,2017-10-08,63.0
Conecom,9IM813OI,Gladys Colclough,Lost,GTX Basic,2017-09-28,2017-11-11,0.0
Scottech,GXY3QZ2V,Lajuana Vencill,Won,MG Advanced,2017-09-28,2017-10-06,3704.0
Gogozoom,IVX52FRZ,Marty Freudenburg,Lost,GTX Plus Basic,2017-09-28,2017-11-03,0.0
Hottechi,2CN1G52G,Marty Freudenburg,Lost,MG Advanced,2017-09-28,2017-10-03,0.0
Ron-tech,OR0PEAIV,Marty Freudenburg,Won,GTX Plus Basic,2017-09-28,2017-11-30,1133.0
Konex,EGOU8GB1,Maureen Marcano,Won,GTX Plus Basic,2017-09-28,2017-12-09,1292.0
Plusstrip,IIKN6Q8E,Rosalina Dieter,Won,MG Advanced,2017-09-28,2017-12-04,3278.0
Codehow,VTX8GPN8,Versie Hillebrand,Won,MG Special,2017-09-28,2017-10-05,55.0
Finjob,DVGY4X7E,Vicki Laflamme,Won,GTX Basic,2017-09-28,2017-12-23,498.0
Sunnamplex,W9LAIASV,Vicki Laflamme,Won,MG Special,2017-09-28,2017-12-30,55.0
Cheers,1JFYPP8R,Zane Levy,Won,GTX Basic,2017-09-28,2017-10-05,571.0
Bubba Gump,A62JDGQK,Daniell Hammack,Won,GTXPro,2017-09-29,2017-10-05,4942.0
Streethex,K25Z2KKH,Darcel Schlecht,Lost,GTX Plus Basic,2017-09-29,2017-10-05,0.0
Bioplex,U3F5X6BB,Donn Cantrell,Lost,MG Special,2017-09-29,2017-12-07,0.0
Singletechno,VJD27D8U,Elease Gluck,Won,GTXPro,2017-09-29,2017-10-01,5340.0
Vehement Capital Partners,9TMPRT6R,Garret Kinder,Lost,GTX Basic,2017-09-29,2017-10-03,0.0
Zotware,CE81S7UN,Garret Kinder,Lost,MG Advanced,2017-09-29,2017-10-08,0.0
Isdom,LEPH90QI,Gladys Colclough,Won,GTX Plus Pro,2017-09-29,2017-10-09,5689.0
Rantouch,X1QNN2DG,James Ascencio,Lost,GTX Basic,2017-09-29,2017-10-08,0.0
Lexiqvolax,J8G6HTCM,James Ascencio,Lost,MG Special,2017-09-29,2017-10-11,0.0
Dontechi,94P229FH,Lajuana Vencill,Won,MG Special,2017-09-29,2017-12-30,52.0
Rangreen,Q6F9JWTY,Lajuana Vencill,Won,MG Advanced,2017-09-29,2017-12-10,3131.0
Konex,75JW1GRR,Markita Hansen,Lost,GTX Plus Basic,2017-09-29,2017-10-09,0.0
Singletechno,P7X2J5DO,Markita Hansen,Lost,GTX Plus Pro,2017-09-29,2017-10-06,0.0
Blackzim,LKBDKJLM,Markita Hansen,Lost,MG Special,2017-09-29,2017-11-27,0.0
Goodsilron,9OT0018Y,Markita Hansen,Lost,MG Advanced,2017-09-29,2017-10-10,0.0
Toughzap,I6RH33SU,Marty Freudenburg,Won,MG Advanced,2017-09-29,2017-10-05,3957.0
Treequote,STCU1IXE,Niesha Huffines,Won,GTX Basic,2017-09-29,2017-12-30,523.0
Treequote,E3CR358L,Niesha Huffines,Won,GTX Plus Basic,2017-09-29,2017-12-21,1156.0
Bubba Gump,BTOD096J,Reed Clapper,Lost,GTXPro,2017-09-29,2017-10-06,0.0
Plexzap,1B2WYHTY,Rosalina Dieter,Won,MG Advanced,2017-09-29,2017-11-30,3509.0
Hottechi,LB5622YN,Versie Hillebrand,Lost,MG Special,2017-09-29,2017-10-08,0.0
Dontechi,HIX9V4W1,Versie Hillebrand,Lost,MG Advanced,2017-09-29,2017-10-03,0.0
Lexiqvolax,XQ6FMG3L,Vicki Laflamme,Lost,GTX Basic,2017-09-29,2017-10-06,0.0
Sonron,W40IER4O,Vicki Laflamme,Won,MG Special,2017-09-29,2017-12-08,59.0
Kinnamplus,88PIK8A6,Violet Mclelland,Lost,MG Special,2017-09-29,2017-10-08,0.0
J-Texon,6K31TYOR,Zane Levy,Won,GTX Basic,2017-09-29,2017-10-05,502.0
Rangreen,H29XGJ5H,Anna Snelling,Lost,GTX Basic,2017-09-30,2017-12-04,0.0
Toughzap,FSBZ3KOY,Anna Snelling,Lost,GTX Plus Pro,2017-09-30,2017-10-01,0.0
Silis,T4SSD24J,Boris Faz,Won,GTX Basic,2017-09-30,2017-12-05,541.0
Ontomedia,ZDB6D35R,Cassey Cress,Won,GTX Plus Pro,2017-09-30,2017-12-19,5026.0
Dontechi,8RVTZBQO,Cecily Lampkin,Won,MG Advanced,2017-09-30,2017-10-10,3148.0
Isdom,CMM4A6NJ,Darcel Schlecht,Lost,GTX Plus Basic,2017-09-30,2017-10-06,0.0
Bioholding,7PMUB7T4,Darcel Schlecht,Lost,GTXPro,2017-09-30,2017-10-12,0.0
Isdom,KTHAX2XV,Darcel Schlecht,Lost,GTXPro,2017-09-30,2017-10-05,0.0
Rundofase,IHOTG9ZQ,Darcel Schlecht,Won,MG Advanced,2017-09-30,2017-10-09,3006.0
Mathtouch,O2BF1KAT,Garret Kinder,Lost,MG Special,2017-09-30,2017-12-19,0.0
Kan-code,12HOWQMI,Garret Kinder,Won,GTXPro,2017-09-30,2017-10-07,5203.0
Condax,CXY4CXX1,Gladys Colclough,Lost,MG Special,2017-09-30,2017-10-07,0.0
Xx-holding,IIOVCSHC,Hayden Neloms,Won,MG Advanced,2017-09-30,2017-12-10,2927.0
Rantouch,3E09X4S2,Kary Hendrixson,Lost,GTX Basic,2017-09-30,2017-10-08,0.0
Finhigh,6BATTRKM,Lajuana Vencill,Lost,GTX Basic,2017-09-30,2017-10-07,0.0
Isdom,GCWTH2MD,Lajuana Vencill,Lost,MG Advanced,2017-09-30,2017-12-20,0.0
Betatech,C563WHG1,Lajuana Vencill,Won,GTX Plus Pro,2017-09-30,2017-10-11,6156.0
Warephase,D9WBSJRC,Marty Freudenburg,Won,GTXPro,2017-09-30,2017-10-09,5007.0
Scotfind,X8P0Q1EU,Maureen Marcano,Won,MG Special,2017-09-30,2017-12-06,59.0
Cancity,PBGB323I,Moses Frase,Won,GTX Basic,2017-09-30,2017-10-07,549.0
Isdom,V5THS9V8,Niesha Huffines,Won,GTX Plus Basic,2017-09-30,2017-11-27,1117.0
Stanredtax,579RHB6S,Versie Hillebrand,Won,MG Special,2017-09-30,2017-10-08,57.0
Lexiqvolax,9HWUTUXQ,Vicki Laflamme,Lost,GTX Basic,2017-09-30,2017-10-09,0.0
Acme Corporation,T58F1T8V,Violet Mclelland,Lost,MG Special,2017-09-30,2017-10-08,0.0
Silis,U3UT9B1U,Violet Mclelland,Won,MG Special,2017-09-30,2017-12-24,55.0
Umbrella Corporation,HY7D36UC,Violet Mclelland,Won,MG Special,2017-09-30,2017-12-22,63.0
Rantouch,9YVTJF6C,Zane Levy,Won,GTX Plus Basic,2017-09-30,2017-10-08,1108.0
Y-corporation,JGZVNKMT,Zane Levy,Won,GTX Plus Basic,2017-09-30,2017-12-10,944.0
Finhigh,5B3BKUMD,Anna Snelling,Lost,GTX Basic,2017-10-01,2017-10-11,0.0
The New York Inquirer,MGHWZSN2,Boris Faz,Lost,MG Advanced,2017-10-01,2017-10-06,0.0
Konex,84N2YHUB,Cassey Cress,Lost,GTX Basic,2017-10-01,2017-12-01,0.0
Streethex,IFVL4WL5,Cecily Lampkin,Won,GTX Plus Pro,2017-10-01,2017-12-10,3704.0
Konex,8EPT4HEV,Corliss Cosme,Lost,GTX Plus Pro,2017-10-01,2017-10-07,0.0
Donquadtech,HZNNKQ0T,Corliss Cosme,Won,GTX Plus Basic,2017-10-01,2017-10-03,1076.0
Mathtouch,Z6ETLZQU,Corliss Cosme,Won,GTX Plus Pro,2017-10-01,2017-12-18,5528.0
Initech,7MSQSYWR,Daniell Hammack,Lost,GTX Plus Basic,2017-10-01,2017-10-10,0.0
Yearin,5VJIXV02,Daniell Hammack,Lost,GTXPro,2017-10-01,2017-12-01,0.0
Rundofase,G23RCHB6,Darcel Schlecht,Lost,GTXPro,2017-10-01,2017-10-08,0.0
Globex Corporation,RMFG5C6C,Darcel Schlecht,Won,GTXPro,2017-10-01,2017-10-09,4594.0
Scottech,U2JOATN3,Darcel Schlecht,Won,GTXPro,2017-10-01,2017-12-06,6166.0
Kinnamplus,JGZ3F67I,Donn Cantrell,Lost,GTX Basic,2017-10-01,2017-10-07,0.0
Bluth Company,FHCSKQ4K,Donn Cantrell,Won,GTX Plus Pro,2017-10-01,2017-12-30,5270.0
Sumace,TU58PHME,Garret Kinder,Lost,GTX Plus Pro,2017-10-01,2017-11-17,0.0
Xx-holding,9ZVX7NVU,Hayden Neloms,Lost,GTX Plus Basic,2017-10-01,2017-10-08,0.0
Cheers,I4OJHXIN,Hayden Neloms,Won,MG Advanced,2017-10-01,2017-10-05,3169.0
Treequote,NE300YJ0,Jonathan Berthelot,Won,GTX Basic,2017-10-01,2017-11-24,571.0
Goodsilron,TYLSS719,Kami Bicknell,Lost,GTX Basic,2017-10-01,2017-12-03,0.0
Green-Plus,M3SQPUB1,Kami Bicknell,Won,GTX Plus Pro,2017-10-01,2017-10-13,6304.0
Cheers,PEIZDYXE,Markita Hansen,Lost,GTX Basic,2017-10-01,2017-10-02,0.0
Groovestreet,HGG0EZ00,Markita Hansen,Lost,GTXPro,2017-10-01,2017-10-05,0.0
Statholdings,XRRMX8K6,Marty Freudenburg,Lost,GTX Basic,2017-10-01,2017-10-12,0.0
Condax,BJLJV8XE,Marty Freudenburg,Won,GTXPro,2017-10-01,2017-12-15,4578.0
Bluth Company,AQH7ORZZ,Reed Clapper,Won,MG Special,2017-10-01,2017-12-18,62.0
J-Texon,GLG1IOHT,Rosalina Dieter,Won,MG Special,2017-10-01,2017-10-08,51.0
Bluth Company,89MUGU6K,Rosie Papadopoulos,Won,GTXPro,2017-10-01,2017-11-30,4881.0
Golddex,F5OETS8V,Vicki Laflamme,Won,GTX Basic,2017-10-01,2017-12-18,544.0
Goodsilron,CU7KT53A,Vicki Laflamme,Won,MG Advanced,2017-10-01,2017-12-16,2941.0
Ganjaflex,0BYU67KG,Wilburn Farren,Lost,MG Advanced,2017-10-01,2017-12-13,0.0
Condax,SLXPTSGS,Wilburn Farren,Won,MG Special,2017-10-01,2017-10-11,44.0
Doncon,FZGGKS2D,Zane Levy,Won,GTX Plus Pro,2017-10-01,2017-12-23,4910.0
Warephase,6HDTZCCM,Anna Snelling,Lost,GTX Plus Pro,2017-10-02,2017-10-14,0.0
Konex,XUEHL04Z,Boris Faz,Lost,GTX Plus Basic,2017-10-02,2017-10-04,0.0
Bioplex,CTZ5I5R5,Cassey Cress,Won,GTX Plus Pro,2017-10-02,2017-12-05,5469.0
Scottech,988QUSNK,Cecily Lampkin,Lost,MG Advanced,2017-10-02,2017-10-03,0.0
Treequote,2P0VIX4N,Cecily Lampkin,Lost,MG Advanced,2017-10-02,2017-12-20,0.0
Zumgoity,TAPH7KQO,Cecily Lampkin,Won,GTX Basic,2017-10-02,2017-12-07,568.0
Cancity,TWGFQS8L,Darcel Schlecht,Lost,GTX Plus Basic,2017-10-02,2017-10-12,0.0
Genco Pura Olive Oil Company,MRPSU52W,Darcel Schlecht,Lost,MG Advanced,2017-10-02,2017-10-09,0.0
Codehow,UKXRWZ3P,Darcel Schlecht,Won,GTX Plus Pro,2017-10-02,2017-10-04,5263.0
Toughzap,C5XXGXUE,Darcel Schlecht,Won,GTXPro,2017-10-02,2017-10-09,4201.0
